id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-CC0195F6CE4	GABA_byGAD1_and_SLC6A13_GABA-A_a3b3g2S_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.014	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.0	0.001	0.014	0.003	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.0	0.004	0.016	0.005	0.018	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0079D48C9	GABA_byGAD1_and_SLC6A6_GABA-A_a3b3g2S_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.003	0.0	0.009	0.0	0.003	0.016	0.005	0.017	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.025	0.0	0.02	0.032	0.021	0.033	0.0	0.022	0.0	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.013	0.0	0.019	0.0	0.013	0.025	0.015	0.027	0.0	0.015	0.0	0.027	0.0	0.032	0.0	0.027	0.039	0.028	0.041	0.0	0.029	0.0	0.005	0.0	0.01	0.0	0.005	0.017	0.006	0.019	0.0	0.007	0.0	0.012	0.0	0.018	0.0	0.012	0.025	0.014	0.026	0.0	0.014	0.0	0.004	0.0	0.009	0.0	0.004	0.016	0.005	0.018	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.015	0.004	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0F11405A3	GABA_byGAD1_and_SLC6A8_GABA-A_a3b3g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.0	0.001	0.014	0.003	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC065D3E23E	GABA_byGAD2_and_SLC32A1_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC32A1	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.008	0.0	0.002	0.015	0.004	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.071	0.0	0.066	0.078	0.067	0.08	0.0	0.068	0.0	0.002	0.0	0.008	0.0	0.002	0.014	0.004	0.016	0.0	0.004	0.0	0.014	0.0	0.019	0.0	0.014	0.026	0.015	0.027	0.0	0.016	0.0	0.053	0.0	0.059	0.0	0.053	0.065	0.055	0.067	0.0	0.055	0.0	0.019	0.0	0.024	0.0	0.019	0.031	0.02	0.032	0.0	0.021	0.0	0.006	0.0	0.011	0.0	0.006	0.018	0.007	0.02	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.008	0.0	0.002	0.015	0.004	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0CCDF6512	GABA_byGAD2_and_SLC6A1_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.012	0.0	0.018	0.0	0.012	0.025	0.014	0.026	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.061	0.0	0.056	0.068	0.057	0.069	0.0	0.058	0.0	0.003	0.0	0.008	0.0	0.003	0.015	0.004	0.017	0.0	0.005	0.0	0.011	0.0	0.016	0.0	0.011	0.023	0.012	0.024	0.0	0.013	0.0	0.024	0.0	0.029	0.0	0.024	0.036	0.025	0.037	0.0	0.026	0.0	0.009	0.0	0.014	0.0	0.008	0.021	0.01	0.022	0.0	0.011	0.0	0.006	0.0	0.012	0.0	0.006	0.018	0.008	0.02	0.0	0.008	0.0	0.002	0.0	0.008	0.0	0.002	0.014	0.004	0.016	0.0	0.004	0.0	0.005	0.0	0.011	0.0	0.005	0.018	0.007	0.019	0.0	0.008	0.0	0.005	0.0	0.01	0.0	0.005	0.017	0.006	0.018	0.0	0.007	0.0
CPI-CC0EBC54EE6	GABA_byGAD2_and_SLC6A13_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A13	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.014	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.0	0.001	0.014	0.003	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.008	0.0	0.002	0.014	0.004	0.016	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0A3EF2F90	GABA_byGAD2_and_SLC6A6_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.009	0.0	0.014	0.0	0.008	0.021	0.01	0.022	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.025	0.0	0.02	0.032	0.021	0.033	0.0	0.022	0.0	0.003	0.0	0.008	0.0	0.003	0.015	0.004	0.017	0.0	0.005	0.0	0.016	0.0	0.021	0.0	0.016	0.028	0.017	0.029	0.0	0.018	0.0	0.027	0.0	0.032	0.0	0.027	0.039	0.028	0.041	0.0	0.029	0.0	0.005	0.0	0.01	0.0	0.005	0.017	0.006	0.019	0.0	0.007	0.0	0.015	0.0	0.02	0.0	0.015	0.027	0.016	0.028	0.0	0.017	0.0	0.002	0.0	0.008	0.0	0.002	0.014	0.004	0.016	0.0	0.004	0.0	0.005	0.0	0.011	0.0	0.005	0.018	0.007	0.019	0.0	0.008	0.0	0.009	0.0	0.014	0.0	0.009	0.021	0.01	0.023	0.0	0.011	0.0
CPI-CC02E7D674A	GABA_byGAD2_and_SLC6A8_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.0	0.001	0.014	0.003	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.0	0.002	0.014	0.003	0.015	0.0	0.004	0.0	0.001	0.0	0.006	0.0	0.001	0.013	0.002	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC021D4CBC2	GABA_byGAD1_and_SLC32A1_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.066	0.0	0.066	0.067	0.066	0.082	0.0	0.066	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.013	0.0	0.013	0.0	0.013	0.014	0.013	0.029	0.0	0.013	0.0	0.047	0.0	0.047	0.0	0.047	0.048	0.048	0.063	0.0	0.047	0.0	0.019	0.0	0.019	0.0	0.019	0.02	0.019	0.034	0.0	0.018	0.0	0.006	0.0	0.006	0.0	0.006	0.007	0.006	0.022	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.003	0.003	0.003	0.018	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0CDF35FE2	GABA_byGAD1_and_SLC6A1_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.003	0.0	0.003	0.0	0.003	0.004	0.004	0.019	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.056	0.0	0.056	0.057	0.056	0.071	0.0	0.055	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.011	0.0	0.011	0.0	0.011	0.012	0.011	0.026	0.0	0.01	0.0	0.024	0.0	0.024	0.0	0.024	0.025	0.024	0.04	0.0	0.023	0.0	0.009	0.0	0.008	0.0	0.009	0.009	0.009	0.024	0.0	0.008	0.0	0.006	0.0	0.006	0.0	0.006	0.007	0.007	0.022	0.0	0.006	0.0	0.004	0.0	0.004	0.0	0.004	0.005	0.004	0.02	0.0	0.004	0.0	0.003	0.0	0.003	0.0	0.003	0.004	0.003	0.019	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0EB1A69E6	GABA_byGAD1_and_SLC6A13_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.004	0.005	0.004	0.02	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC02C92DB0C	GABA_byGAD1_and_SLC6A6_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.003	0.0	0.003	0.0	0.003	0.004	0.004	0.019	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.02	0.021	0.02	0.036	0.0	0.02	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.013	0.0	0.013	0.0	0.013	0.014	0.013	0.029	0.0	0.013	0.0	0.027	0.0	0.027	0.0	0.027	0.028	0.027	0.043	0.0	0.027	0.0	0.005	0.0	0.005	0.0	0.005	0.006	0.005	0.021	0.0	0.005	0.0	0.012	0.0	0.012	0.0	0.012	0.013	0.013	0.028	0.0	0.012	0.0	0.004	0.0	0.004	0.0	0.004	0.005	0.004	0.02	0.0	0.004	0.0	0.003	0.0	0.003	0.0	0.003	0.004	0.003	0.019	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC040CA96C8	GABA_byGAD1_and_SLC6A8_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.018	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC022137ED0	GABA_byGAD2_and_SLC32A1_GABA-A_a4b3g2S_complex	complex:GABA_byGAD2_and_SLC32A1	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.066	0.0	0.066	0.067	0.066	0.082	0.0	0.066	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.014	0.0	0.014	0.0	0.014	0.015	0.014	0.03	0.0	0.013	0.0	0.053	0.0	0.053	0.0	0.053	0.054	0.053	0.069	0.0	0.053	0.0	0.019	0.0	0.019	0.0	0.019	0.02	0.019	0.034	0.0	0.018	0.0	0.006	0.0	0.006	0.0	0.006	0.007	0.006	0.022	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.003	0.003	0.003	0.018	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0E0BDF879	GABA_byGAD2_and_SLC6A1_GABA-A_a4b3g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.012	0.0	0.012	0.0	0.012	0.013	0.013	0.028	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.056	0.0	0.056	0.057	0.056	0.071	0.0	0.055	0.0	0.003	0.0	0.003	0.0	0.003	0.004	0.003	0.019	0.0	0.003	0.0	0.011	0.0	0.011	0.0	0.011	0.012	0.011	0.026	0.0	0.01	0.0	0.024	0.0	0.024	0.0	0.024	0.025	0.024	0.04	0.0	0.023	0.0	0.009	0.0	0.008	0.0	0.009	0.009	0.009	0.024	0.0	0.008	0.0	0.006	0.0	0.006	0.0	0.006	0.007	0.007	0.022	0.0	0.006	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.005	0.0	0.005	0.0	0.005	0.006	0.006	0.021	0.0	0.005	0.0	0.005	0.0	0.005	0.0	0.005	0.006	0.005	0.02	0.0	0.004	0.0
CPI-CC0E6313C0B	GABA_byGAD2_and_SLC6A13_GABA-A_a4b3g2S_complex	complex:GABA_byGAD2_and_SLC6A13	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC079D8333D	GABA_byGAD2_and_SLC6A6_GABA-A_a4b3g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.009	0.0	0.008	0.0	0.009	0.009	0.009	0.024	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.02	0.021	0.02	0.036	0.0	0.02	0.0	0.003	0.0	0.003	0.0	0.003	0.004	0.003	0.019	0.0	0.003	0.0	0.016	0.0	0.016	0.0	0.016	0.017	0.016	0.032	0.0	0.015	0.0	0.027	0.0	0.027	0.0	0.027	0.028	0.027	0.043	0.0	0.027	0.0	0.005	0.0	0.005	0.0	0.005	0.006	0.005	0.021	0.0	0.005	0.0	0.015	0.0	0.015	0.0	0.015	0.015	0.015	0.03	0.0	0.014	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.003	0.018	0.0	0.002	0.0	0.005	0.0	0.005	0.0	0.005	0.006	0.006	0.021	0.0	0.005	0.0	0.009	0.0	0.009	0.0	0.009	0.01	0.009	0.025	0.0	0.009	0.0
CPI-CC04CA5DC28	GABA_byGAD2_and_SLC6A8_GABA-A_a4b3g2S_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.002	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.018	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.003	0.002	0.017	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0836120E7	GABA_byGAD1_and_SLC32A1_GABA-A_a5b3g2S_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a5b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0A95EED6F	GABA_byGAD1_and_SLC6A1_GABA-A_a5b3g2S_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a5b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
