id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-CS0E648EBFA	GABA_byGAD2_and_SLC6A1_GABBR1	complex:GABA_byGAD2_and_SLC6A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0F5400CAB	GABA_byGAD2_and_SLC6A13_GABBR1	complex:GABA_byGAD2_and_SLC6A13	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS02CC3D29A	GABA_byGAD2_and_SLC6A6_GABBR1	complex:GABA_byGAD2_and_SLC6A6	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0C6A5253D	GABA_byGAD2_and_SLC6A8_GABBR1	complex:GABA_byGAD2_and_SLC6A8	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0FA38E530	GABA_byGAD1_and_SLC32A1_GABBR2	complex:GABA_byGAD1_and_SLC32A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS04C0A3C19	GABA_byGAD1_and_SLC6A1_GABBR2	complex:GABA_byGAD1_and_SLC6A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS04368D963	GABA_byGAD1_and_SLC6A13_GABBR2	complex:GABA_byGAD1_and_SLC6A13	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0CE0C5AF0	GABA_byGAD1_and_SLC32A1_GABBR1	complex:GABA_byGAD1_and_SLC32A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS06B116BC0	GABA_byGAD1_and_SLC6A1_GABBR1	complex:GABA_byGAD1_and_SLC6A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0E715A989	GABA_byGAD1_and_SLC6A13_GABBR1	complex:GABA_byGAD1_and_SLC6A13	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS03CCCE0E4	GABA_byGAD1_and_SLC6A6_GABBR1	complex:GABA_byGAD1_and_SLC6A6	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CS0117267C4	GABA_byGAD1_and_SLC6A8_GABBR1	complex:GABA_byGAD1_and_SLC6A8	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.264																																																																																																																									
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.264																																																																																																																									
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.264																																																																																																																									
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.264																																																																																																																									
CPI-SS0F6BE4D47	UNC5A_ADGRL3	simple:Q6ZN44	simple:Q9HAR2	UNC5A	ADGRL3	False	True	True	curated	False	Receptor-Receptor		1.264																																																																																																																									
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.264																																																																																																																									
CPI-SS0430C8A78	FLRT1_ADGRL3	simple:Q9NZU1	simple:Q9HAR2	FLRT1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.264																																																																																																																									
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.264																																																																																																																									
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.264																																																																																																																									
CPI-SS052641D5A	FLRT3_ADGRL3	simple:Q9NZU0	simple:Q9HAR2	FLRT3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.264																																																																																																																									
CPI-CS0D62B1695	TENM3_FLRT3_complex_ADGRL3	complex:TENM3_FLRT3_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.264																																																																																																																									
CPI-CC00DB8A3C3	GABA_byGAD2_and_SLC6A13_GABA-A_a1b2g2S_complex	complex:GABA_byGAD2_and_SLC6A13	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0CD7157B7	GABA_byGAD2_and_SLC6A6_GABA-A_a1b2g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0150E2A6F	GABA_byGAD2_and_SLC6A8_GABA-A_a1b2g2S_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0CAFBA656	GABA_byGAD1_and_SLC32A1_GABA-A_a1b3_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a1b3_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0DF227F32	GABA_byGAD1_and_SLC6A1_GABA-A_a1b3_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a1b3_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0604DCB2A	GABA_byGAD1_and_SLC6A13_GABA-A_a1b3_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a1b3_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC03AA4B30D	GABA_byGAD1_and_SLC6A6_GABA-A_a1b3_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a1b3_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC05283AAC1	GABA_byGAD1_and_SLC6A8_GABA-A_a1b3_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a1b3_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC03243A499	GABA_byGAD2_and_SLC6A8_GABA-A_a1b2_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a1b2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0392C7337	GABA_byGAD1_and_SLC32A1_GABA-A_a1b2g2S_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC03C18523A	GABA_byGAD1_and_SLC6A1_GABA-A_a1b2g2S_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC07774ECF6	GABA_byGAD1_and_SLC6A13_GABA-A_a1b2g2S_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC089C08005	GABA_byGAD1_and_SLC6A6_GABA-A_a1b2g2S_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC08D4D19FA	GABA_byGAD1_and_SLC6A8_GABA-A_a1b2g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0B5A2E9A4	GABA_byGAD2_and_SLC32A1_GABA-A_a1b2g2S_complex	complex:GABA_byGAD2_and_SLC32A1	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0F110BCE5	GABA_byGAD2_and_SLC6A1_GABA-A_a1b2g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a1b2g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0200FD25E	GABA_byGAD1_and_SLC6A1_GABA-A_a1b2_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a1b2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC07643D38C	GABA_byGAD1_and_SLC6A13_GABA-A_a1b2_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a1b2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-CC0946F123A	GABA_byGAD1_and_SLC6A6_GABA-A_a1b2_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a1b2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
